Date,Stock,KNO,W,H,E,N,RD,%
11/19/2013,MCK,159.21,313,0,2,0,1,D,50
11/19/2013,MHK,139.75,313,0,4,0,5,D,27
11/19/2013,MMM,130.05,313,0,2,3,1,D,50
11/19/2013,MYL,41.90,313,0,4,4,1,D,32
11/19/2013,PBI,23.40,313,0,2,2,1,D,60
11/19/2013,PNR,69.60,313,0,4,3,1,D,36
11/19/2013,QCOM,71.84,313,0,4,3,1,D,36
11/19/2013,VRSN,55.49,313,0,3,3,1,D,40
11/19/2013,WDC,73.61,313,0,4,0,5,D,27
11/19/2013,WYN,68.76,313,0,3,2,5,D,50
11/19/2013,X,27.37,313,0,3,5,1,D,32
11/19/2013,XRAY,48.15,313,0,2,0,5,D,50
11/19/2013,XYL,34.15,313,0,1,0,1,D,67
11/20/2013,ABC,69.34,313,0,3,0,1,D,33
11/20/2013,ADBE,55.94,313,0,4,0,1,D,27
11/20/2013,CLX,92.51,313,0,2,4,5,D,46
11/20/2013,FDX,134.58,313,0,3,0,5,D,33
11/20/2013,INTU,73.14,313,0,3,0,1,D,33
11/20/2013,JCI,48.22,313,0,3,5,1,D,32
11/20/2013,LO,52.82,313,0,2,0,1,D,50
11/20/2013,MCHP,42.78,313,0,4,4,1,D,32
11/20/2013,MCK,158.39,313,0,2,0,1,D,50
11/20/2013,MHK,139.37,313,0,5,0,5,D,20
11/20/2013,MMM,129.18,313,0,3,0,5,D,33
11/20/2013,MYL,42.32,313,0,4,0,1,D,27
11/20/2013,PBI,23.21,313,0,2,2,1,D,60
11/20/2013,PNR,69.64,313,0,4,3,1,D,36
11/20/2013,QCOM,71.03,313,0,5,4,5,D,28
11/20/2013,VRSN,55.28,313,0,3,4,1,D,36
11/20/2013,WDC,73.94,313,0,4,0,5,D,27
11/20/2013,WYN,68.28,313,0,3,3,9,D,40
11/20/2013,X,27.26,313,0,3,0,5,D,33
11/20/2013,XRAY,47.83,313,0,3,0,5,D,33
11/20/2013,XYL,34.30,313,0,1,0,1,D,67
11/21/2013,ABC,69.79,313,0,3,0,1,D,33
11/21/2013,ADBE,56.23,313,0,4,0,1,D,27
11/21/2013,CLX,93.91,313,3,1,3,1,D,67
11/21/2013,FDX,138.38,313,0,2,5,1,D,42
11/21/2013,ICE,215.71,313,1,1,1,1,D,100
11/21/2013,INTU,73.16,313,0,3,0,1,D,33
11/21/2013,JCI,50.35,313,3,1,0,1,D,60
11/21/2013,LO,52.25,313,0,2,4,5,D,46
11/21/2013,MCHP,43.83,313,0,2,0,1,D,50
11/21/2013,MCK,160.90,313,0,2,5,1,D,42
11/21/2013,MHK,143.58,313,3,3,4,1,D,47
11/21/2013,MMM,130.35,313,0,3,5,5,D,32
11/21/2013,MYL,42.38,313,0,4,0,1,D,27
11/21/2013,PBI,23.67,313,0,2,3,1,D,50
11/21/2013,PNR,70.42,313,0,3,5,1,D,32
11/21/2013,QCOM,71.71,313,0,4,4,1,D,32
11/21/2013,VRSN,55.94,313,0,3,0,1,D,33
11/21/2013,WDC,74.83,313,0,4,5,5,D,28
11/21/2013,XRAY,47.86,313,0,3,0,5,D,33
11/21/2013,XYL,34.58,313,0,1,0,1,D,67
11/22/2013,CLX,93.70,313,3,1,0,1,D,60
11/22/2013,FDX,137.07,313,0,3,0,1,D,33
11/22/2013,ICE,217.41,313,1,1,1,1,D,100
11/22/2013,INTU,72.03,313,0,5,5,5,D,24
11/22/2013,JCI,50.68,313,3,1,0,1,D,60
11/22/2013,LO,52.56,313,0,2,5,1,D,42
11/22/2013,MCHP,43.81,313,0,2,0,1,D,50
11/22/2013,MHK,142.32,313,3,3,5,1,D,43
11/22/2013,MMM,131.02,313,0,2,5,1,D,42
11/22/2013,MYL,42.67,313,0,3,0,1,D,33
11/22/2013,PBI,24.09,313,3,2,0,1,D,50
11/22/2013,PNR,70.37,313,0,3,0,1,D,33
11/22/2013,QCOM,72.96,313,3,3,0,1,D,40
11/22/2013,USB,38.95,313,0,3,2,1,D,50
11/22/2013,VRSN,56.72,313,1,3,0,1,D,60
11/22/2013,WDC,75.13,313,0,4,0,1,D,27
11/22/2013,XRAY,47.85,313,0,3,0,5,D,33
11/22/2013,XYL,34.58,313,0,1,0,1,D,67
11/25/2013,ABC,70.42,313,0,2,0,1,D,50
11/25/2013,CLX,92.64,313,0,2,0,1,D,50
11/25/2013,FDX,137.22,313,0,3,5,1,D,32
11/25/2013,ICE,216.32,313,2,1,2,1,D,83
11/25/2013,INTU,72.73,313,0,4,0,1,D,27
11/25/2013,JCI,50.38,313,0,2,0,1,D,50
11/25/2013,LO,52.16,313,0,3,4,5,D,36
11/25/2013,MCHP,43.84,313,0,3,0,1,D,33
11/25/2013,MHK,141.21,313,0,4,5,1,D,28
11/25/2013,MMM,131.23,313,0,2,5,1,D,42
11/25/2013,MYL,44.22,313,1,2,3,1,D,75
11/25/2013,OMC,70.91,313,0,3,3,5,D,40
11/25/2013,PBI,23.63,313,0,2,0,1,D,50
11/25/2013,PNR,70.80,313,0,3,0,1,D,33
11/25/2013,QCOM,72.49,313,0,3,0,1,D,33
11/25/2013,TXT,32.71,313,1,2,3,1,D,75
11/25/2013,USB,39.21,313,0,3,4,1,D,36
11/25/2013,VRSN,56.45,313,0,3,0,1,D,33
11/25/2013,WDC,74.81,313,0,4,0,1,D,27
11/25/2013,XRAY,47.84,313,0,3,0,5,D,33
11/25/2013,XYL,34.53,313,0,1,0,1,D,67
11/26/2013,ABC,70.61,313,0,3,0,1,D,33
11/26/2013,CLX,93.01,313,0,2,0,1,D,50
11/26/2013,FDX,137.81,313,0,3,4,1,D,36
11/26/2013,ICE,213.28,313,0,2,3,1,D,50
11/26/2013,INTU,72.84,313,0,4,0,5,D,27
11/26/2013,JCI,50.17,313,0,2,0,1,D,50
11/26/2013,LO,51.77,313,0,3,3,5,D,40
11/26/2013,MCHP,43.49,313,0,3,5,1,D,32
11/26/2013,MCK,164.35,313,0,2,1,1,D,70
11/26/2013,MMM,132.15,313,0,2,3,1,D,50
11/26/2013,MYL,44.50,313,1,2,3,1,D,75
11/26/2013,OMC,71.76,313,0,2,3,5,D,50
11/26/2013,PBI,23.33,313,0,3,0,1,D,33
11/26/2013,PNR,70.94,313,0,3,0,1,D,33
11/26/2013,QCOM,73.65,313,2,3,0,1,D,50
11/26/2013,TXT,32.77,313,4,2,2,1,D,63
11/26/2013,USB,39.27,313,0,3,4,1,D,36
11/26/2013,WDC,74.86,313,0,4,0,1,D,27
11/26/2013,XRAY,47.72,313,0,3,0,5,D,33
11/26/2013,XYL,34.67,313,0,1,0,1,D,67
11/27/2013,ABC,70.50,313,0,3,0,1,D,33
11/27/2013,CLX,93.16,313,0,2,0,1,D,50
11/27/2013,FDX,139.86,313,0,2,4,1,D,46
11/27/2013,ICE,214.42,313,0,2,0,1,D,50
11/27/2013,INTU,73.54,313,0,3,0,1,D,33
11/27/2013,JCI,50.46,313,0,2,0,1,D,50
11/27/2013,LO,51.54,313,0,4,3,5,D,36
11/27/2013,MCHP,43.40,313,0,3,0,1,D,33
11/27/2013,MCK,165.50,313,0,1,1,1,D,80
11/27/2013,MHK,140.95,313,0,4,4,5,D,32
11/27/2013,MMM,133.50,313,4,2,3,1,D,55
11/27/2013,MYL,44.14,313,0,3,3,1,D,40
11/27/2013,OMC,71.52,313,0,3,3,1,D,40
11/27/2013,PBI,23.39,313,0,3,0,1,D,33
11/27/2013,PNR,71.27,313,0,3,0,1,D,33
11/27/2013,QCOM,73.56,313,4,3,5,1,D,40
11/27/2013,TXT,33.25,313,2,1,2,1,D,83
11/27/2013,VFC,234.93,313,2,2,2,1,D,75
11/27/2013,VRSN,56.70,313,0,3,4,1,D,36
11/27/2013,WDC,76.19,313,0,4,0,1,D,27
11/27/2013,XYL,34.77,313,0,1,0,1,D,67
11/29/2013,ABC,70.53,313,0,3,0,1,D,33
11/29/2013,AMZN,393.62,313,1,1,3,1,D,83
11/29/2013,CLX,93.17,313,0,2,0,1,D,50
11/29/2013,COV,68.26,313,0,3,4,5,D,36
11/29/2013,FDX,138.70,313,0,3,0,1,D,33
11/29/2013,ICE,213.29,313,0,2,0,1,D,50
11/29/2013,JCI,50.51,313,0,2,5,1,D,42
11/29/2013,LO,51.33,313,0,4,0,1,D,27
11/29/2013,M,53.26,313,0,1,5,1,D,52
11/29/2013,MCK,165.89,313,0,2,1,1,D,70
11/29/2013,MHK,140.02,313,0,5,0,5,D,20
11/29/2013,MMM,133.51,313,0,2,3,1,D,50
11/29/2013,MYL,44.13,313,0,3,3,1,D,40
11/29/2013,OMC,71.45,313,0,3,3,1,D,40
11/29/2013,PBI,23.17,313,0,3,0,1,D,33
11/29/2013,PNR,70.72,313,0,4,0,1,D,27
11/29/2013,QCOM,73.58,313,0,3,0,1,D,33
11/29/2013,TXT,33.23,313,2,1,3,1,D,75
11/29/2013,USB,39.22,313,0,3,0,5,D,33
11/29/2013,VFC,234.58,313,0,2,2,1,D,60
11/29/2013,WDC,75.04,313,0,5,0,1,D,20
11/29/2013,XYL,34.56,313,0,2,0,1,D,50
12/02/2013,ABC,70.89,313,0,3,0,1,D,33
12/02/2013,AMZN,392.30,313,2,2,0,1,D,60
12/02/2013,CLX,92.53,313,0,3,0,1,D,33
12/02/2013,COV,67.49,313,0,3,5,5,D,32
12/02/2013,FDX,140.21,313,0,3,0,1,D,33
12/02/2013,ICE,214.89,313,0,2,0,1,D,50
12/02/2013,JCI,50.01,313,0,2,4,1,D,46
12/02/2013,LO,50.69,313,4,6,5,5,D,32
12/02/2013,M,52.44,313,0,1,0,5,D,67
12/02/2013,MCK,164.67,313,0,2,3,1,D,50
12/02/2013,MMM,127.68,313,0,6,5,5,D,22
12/02/2013,MYL,44.35,313,0,2,3,1,D,50
12/02/2013,PBI,23.38,313,0,3,0,1,D,33
12/02/2013,PNR,70.43,313,0,4,0,1,D,27
12/02/2013,QCOM,73.44,313,0,3,0,1,D,33
12/02/2013,TWC,136.81,313,2,1,4,1,D,72
12/02/2013,TXT,33.12,313,0,2,5,1,D,42
12/02/2013,USB,39.21,313,0,3,0,1,D,33
12/02/2013,VFC,235.74,313,0,2,3,1,D,50
12/02/2013,VRSN,57.17,313,0,3,0,5,D,33
12/02/2013,XYL,33.91,313,0,3,5,1,D,32
12/03/2013,ABC,70.57,313,0,3,0,1,D,33
12/03/2013,AIZ,64.75,313,0,2,0,1,D,50
12/03/2013,AMZN,384.66,313,0,2,5,5,D,42
12/03/2013,CLX,93.29,313,0,3,0,1,D,33
12/03/2013,COV,67.24,313,0,4,0,5,D,27
12/03/2013,FDX,138.04,313,0,3,0,1,D,33
12/03/2013,ICE,212.71,313,0,3,0,1,D,33
12/03/2013,JCI,49.88,313,0,3,5,1,D,32
12/03/2013,LO,51.20,313,0,5,0,1,D,20
12/03/2013,M,52.81,313,0,1,0,1,D,67
12/03/2013,MCK,163.87,313,0,3,0,1,D,33
12/03/2013,MMM,126.60,313,0,7,4,9,D,25
12/03/2013,MYL,43.22,313,0,4,0,1,D,27
12/03/2013,PNR,69.99,313,0,5,0,1,D,20
12/03/2013,QCOM,73.31,313,0,3,0,1,D,33
12/03/2013,TWC,134.14,313,0,2,4,1,D,46
12/03/2013,TXT,32.63,313,0,2,4,1,D,46
12/03/2013,USB,38.52,313,0,6,5,5,D,22
12/03/2013,VFC,234.04,313,0,2,0,1,D,50
12/03/2013,VRSN,56.66,313,0,3,0,5,D,33
12/03/2013,XYL,33.58,313,0,3,4,5,D,36
12/04/2013,ABC,69.46,313,0,4,3,1,D,36
12/04/2013,AIZ,64.42,313,0,3,0,1,D,33
12/04/2013,AMZN,385.96,313,0,2,5,5,D,42
12/04/2013,COV,66.91,313,0,4,5,5,D,28
12/04/2013,FDX,138.71,313,0,3,0,1,D,33
12/04/2013,ICE,212.30,313,0,3,0,1,D,33
12/04/2013,JCI,49.90,313,0,3,0,1,D,33
12/04/2013,LO,50.98,313,0,6,0,5,D,17
12/04/2013,M,52.04,313,0,2,5,5,D,42
12/04/2013,MCK,162.74,313,0,3,0,5,D,33
12/04/2013,MMM,126.46,313,0,7,3,9,D,29
12/04/2013,MYL,42.97,313,0,4,5,1,D,28
12/04/2013,PNR,69.78,313,0,5,0,1,D,20
12/04/2013,TWC,132.20,313,0,3,0,1,D,33
12/04/2013,TXT,32.26,313,0,3,3,1,D,40
12/04/2013,USB,39.00,313,0,4,0,5,D,27
12/04/2013,VFC,233.55,313,0,2,0,1,D,50
12/04/2013,VRSN,56.83,313,0,3,0,5,D,33
12/04/2013,XYL,33.56,313,0,4,4,5,D,32
12/05/2013,AIZ,63.78,313,0,3,5,5,D,32
12/05/2013,AMZN,384.49,313,0,3,5,5,D,32
12/05/2013,COV,67.49,313,0,4,5,5,D,28
12/05/2013,FDX,138.22,313,0,4,0,1,D,27
12/05/2013,ICE,212.65,313,0,3,0,1,D,33
12/05/2013,JCI,49.93,313,0,3,0,1,D,33
12/05/2013,LO,50.54,313,0,7,0,5,D,15
12/05/2013,M,51.54,313,0,3,5,5,D,32
12/05/2013,MMM,126.83,313,0,7,3,9,D,29
12/05/2013,MYL,43.35,313,0,4,5,1,D,28
12/05/2013,PNR,69.75,313,0,6,0,1,D,17
12/05/2013,TWC,132.53,313,0,3,5,1,D,32
12/05/2013,TXT,32.30,313,0,3,3,1,D,40
12/05/2013,USB,38.61,313,0,6,0,5,D,17
12/05/2013,VFC,233.00,313,0,3,0,1,D,33
12/05/2013,VRSN,56.89,313,0,4,0,5,D,27
12/05/2013,XYL,33.78,313,0,4,4,5,D,32
12/06/2013,AIZ,65.33,313,0,2,0,1,D,50
12/06/2013,AMZN,386.95,313,0,3,5,5,D,32
12/06/2013,COV,68.07,313,0,3,5,1,D,32
12/06/2013,FDX,139.39,313,0,3,0,1,D,33
12/06/2013,ICE,218.20,313,0,2,3,1,D,50
12/06/2013,LO,50.80,313,0,6,0,5,D,17
12/06/2013,M,51.83,313,0,2,5,5,D,42
12/06/2013,MMM,128.61,313,0,5,4,2,D,28
12/06/2013,MYL,44.14,313,0,3,5,1,D,32
12/06/2013,PNR,70.95,313,0,4,5,1,D,28
12/06/2013,TWC,131.00,313,0,3,4,1,D,36
12/06/2013,TXT,32.62,313,0,3,3,1,D,40
12/06/2013,VFC,233.57,313,0,3,0,1,D,33
12/06/2013,VRSN,57.20,313,0,3,0,5,D,33
12/06/2013,XYL,33.51,313,0,5,4,5,D,28
12/09/2013,AIZ,65.21,313,0,2,0,1,D,50
12/09/2013,COV,68.13,313,0,3,0,1,D,33
12/09/2013,FDX,139.81,313,0,4,0,1,D,27
12/09/2013,ICE,217.37,313,0,2,4,1,D,46
12/09/2013,LO,50.90,313,0,6,0,1,D,17
12/09/2013,M,52.19,313,0,2,0,1,D,50
12/09/2013,MMM,128.57,313,0,6,0,2,D,17
12/09/2013,MYL,43.86,313,0,3,5,1,D,32
12/09/2013,PNR,71.24,313,0,4,5,1,D,28
12/09/2013,TWC,130.44,313,0,4,5,1,D,28
12/09/2013,TXT,32.41,313,0,3,3,1,D,40
12/09/2013,USB,39.74,313,4,3,3,1,D,47
12/09/2013,VFC,232.94,313,0,3,0,1,D,33
12/09/2013,VRSN,56.77,313,0,4,0,5,D,27
12/09/2013,XYL,33.63,313,0,5,0,5,D,20
12/10/2013,AIZ,65.21,313,0,3,0,1,D,33
12/10/2013,COV,67.80,313,0,4,0,1,D,27
12/10/2013,FDX,138.49,313,0,4,0,1,D,27
12/10/2013,ICE,216.77,313,0,3,3,1,D,40
12/10/2013,LO,50.60,313,0,7,0,5,D,15
12/10/2013,M,51.78,313,0,3,0,5,D,33
12/10/2013,MMM,127.55,313,0,7,0,8,D,15
12/10/2013,MYL,42.61,313,0,5,4,1,D,28
12/10/2013,PNR,71.64,313,0,4,5,1,D,28
12/10/2013,TWC,131.86,313,0,3,0,1,D,33
12/10/2013,TXT,32.24,313,0,3,0,1,D,33
12/10/2013,USB,39.42,313,0,4,1,1,D,56
12/10/2013,VFC,231.25,313,0,3,0,5,D,33
12/10/2013,XYL,33.54,313,0,5,0,5,D,20
12/11/2013,AIZ,64.45,313,0,3,0,5,D,33
12/11/2013,COV,66.25,313,0,6,5,5,D,22
12/11/2013,FDX,136.51,313,0,6,0,1,D,17
12/11/2013,ICE,218.50,313,0,2,3,1,D,50
12/11/2013,LO,50.57,313,0,7,0,5,D,15
12/11/2013,M,52.08,313,0,3,0,1,D,33
12/11/2013,MMM,126.77,313,0,8,0,8,D,13
12/11/2013,PNR,70.25,313,0,6,0,1,D,17
12/11/2013,TWC,131.50,313,0,4,0,1,D,27
12/11/2013,TXT,31.59,313,0,5,5,5,D,24
12/11/2013,USB,39.04,313,0,5,3,5,D,32
12/11/2013,VRSN,56.29,313,0,5,0,1,D,20
12/12/2013,AIZ,64.37,313,0,3,5,5,D,32
12/12/2013,COV,65.70,313,0,7,4,9,D,25
12/12/2013,FDX,136.34,313,0,6,0,1,D,17
12/12/2013,ICE,217.83,313,0,3,4,1,D,36
12/12/2013,LO,50.35,313,0,8,0,5,D,13
12/12/2013,M,51.65,313,0,3,0,5,D,33
12/12/2013,MYL,41.86,313,0,7,1,5,D,49
12/12/2013,PNR,69.97,313,0,6,5,1,D,22
12/12/2013,TWC,131.06,313,0,4,0,5,D,27
12/12/2013,TXT,31.51,313,0,5,5,5,D,24
12/12/2013,USB,39.20,313,0,5,2,5,D,42
12/13/2013,AIZ,64.25,313,0,3,0,5,D,33
12/13/2013,COV,65.81,313,0,7,4,2,D,25
12/13/2013,FDX,137.90,313,0,5,0,1,D,20
12/13/2013,ICE,220.44,313,0,2,0,1,D,50
12/13/2013,M,51.41,313,0,3,0,5,D,33
12/13/2013,MYL,41.78,313,0,7,1,5,D,49
12/13/2013,PNR,70.01,313,0,6,3,1,D,30
12/13/2013,TWC,131.41,313,0,4,0,1,D,27
12/13/2013,TXT,31.46,313,0,5,5,9,D,24
12/13/2013,USB,39.06,313,0,5,3,5,D,32
12/16/2013,AIZ,64.80,313,0,3,0,5,D,33
12/16/2013,COV,66.33,313,0,7,3,2,D,29
12/16/2013,M,51.61,313,0,3,0,1,D,33
12/16/2013,PNR,71.60,313,0,4,0,1,D,27
12/16/2013,TWC,132.09,313,0,4,0,1,D,27
12/16/2013,TXT,32.11,313,0,4,0,2,D,27
12/16/2013,USB,39.38,313,0,4,0,1,D,27
12/17/2013,AIZ,64.51,313,0,4,0,5,D,27
12/17/2013,COV,65.59,313,0,8,3,2,D,28
12/17/2013,M,51.67,313,0,4,0,5,D,27
12/17/2013,MYL,41.86,313,0,7,3,5,D,29
12/17/2013,TWC,133.03,313,0,4,0,1,D,27
12/17/2013,TXT,32.10,313,0,5,0,2,D,20
12/17/2013,USB,39.12,313,0,5,0,1,D,20
12/18/2013,AIZ,65.35,313,0,3,0,5,D,33
12/18/2013,COV,67.36,313,0,6,0,2,D,17
12/18/2013,MYL,42.84,313,0,6,0,5,D,17
12/18/2013,TWC,134.49,313,0,3,0,1,D,33
12/18/2013,V,215.35,313,1,3,1,1,D,83
12/18/2013,WDC,82.10,313,0,3,2,1,D,50
12/19/2013,AIZ,65.17,313,0,3,0,5,D,33
12/19/2013,COV,67.42,313,0,6,5,1,D,22
12/19/2013,MYL,42.53,313,0,6,0,1,D,17
12/19/2013,PNR,74.89,313,1,2,3,1,D,75
12/19/2013,TWC,133.74,313,0,4,0,1,D,27
12/19/2013,TXT,32.57,313,0,4,3,2,D,36
12/19/2013,V,216.08,313,2,3,1,1,D,75
12/19/2013,WDC,82.10,313,0,3,2,1,D,50
12/20/2013,COV,66.80,313,0,7,0,5,D,15
12/20/2013,NWL,31.64,313,0,4,2,5,D,46
12/20/2013,PNR,75.40,313,2,2,2,1,D,75
12/20/2013,TWC,132.46,313,0,4,0,1,D,27
12/20/2013,TXT,37.29,313,1,1,2,1,D,92
12/20/2013,V,215.97,313,2,3,1,1,D,75
12/20/2013,WDC,82.68,313,0,3,3,1,D,40
12/23/2013,COV,66.94,313,0,7,0,5,D,15
12/23/2013,NWL,31.87,313,0,3,2,1,D,50
12/23/2013,PNR,75.92,313,2,2,3,1,D,67
12/23/2013,ROP,136.79,313,1,3,3,1,D,67
12/23/2013,TWC,132.50,313,0,4,0,1,D,27
12/23/2013,TXT,36.38,313,1,1,3,1,D,83
12/23/2013,V,218.03,313,0,3,2,1,D,50
12/23/2013,WDC,82.63,313,0,3,5,1,D,32
12/24/2013,COV,67.53,313,0,6,5,5,D,22
12/24/2013,NWL,32.11,313,0,3,4,5,D,36
12/24/2013,PNR,76.55,313,0,2,3,1,D,50
12/24/2013,ROP,137.00,313,1,2,3,1,D,75
12/24/2013,TWC,134.04,313,0,4,0,1,D,27
12/24/2013,TXT,36.00,313,0,1,3,1,D,60
12/24/2013,V,218.73,313,0,3,3,1,D,40
12/24/2013,WDC,82.56,313,0,3,0,1,D,33
12/26/2013,AIZ,66.29,313,0,3,0,1,D,33
12/26/2013,COV,67.49,313,0,6,0,5,D,17
12/26/2013,DNB,123.32,313,2,3,2,1,D,67
12/26/2013,ITW,83.71,313,2,3,2,1,D,67
12/26/2013,NWL,32.25,313,0,3,0,5,D,33
12/26/2013,PNR,77.39,313,1,2,0,1,D,70
12/26/2013,ROP,138.10,313,2,2,3,1,D,67
12/26/2013,SEE,33.96,313,1,4,4,1,D,60
12/26/2013,TWC,133.33,313,0,4,0,1,D,27
12/26/2013,TXT,36.20,313,2,1,5,1,D,68
12/26/2013,USB,40.52,313,0,3,0,1,D,33
12/26/2013,V,220.20,313,0,3,4,1,D,36
12/26/2013,WDC,83.08,313,0,3,5,1,D,32
12/27/2013,AIZ,66.08,313,0,3,0,1,D,33
12/27/2013,AVY,50.48,313,0,4,4,1,D,32
12/27/2013,COV,67.82,313,0,6,0,5,D,17
12/27/2013,DNB,123.42,313,0,3,3,1,D,40
12/27/2013,HD,81.64,313,0,4,0,5,D,27
12/27/2013,ITW,83.59,313,0,4,3,1,D,36
12/27/2013,NWL,32.20,313,0,3,0,1,D,33
12/27/2013,PNR,77.57,313,2,2,5,1,D,60
12/27/2013,ROP,138.43,313,2,2,0,1,D,60
12/27/2013,SEE,33.82,313,0,4,4,1,D,32
12/27/2013,TWC,134.46,313,0,4,0,1,D,27
12/27/2013,TXT,36.61,313,0,1,3,1,D,60
12/27/2013,USB,40.37,313,0,3,5,1,D,32
12/27/2013,V,219.67,313,0,3,0,1,D,33
12/27/2013,WDC,82.82,313,0,3,0,1,D,33
12/30/2013,AIZ,66.23,313,0,4,0,1,D,27
12/30/2013,AVY,50.21,313,0,5,5,1,D,24
12/30/2013,COV,67.91,313,0,6,0,1,D,17
12/30/2013,DNB,122.68,313,0,3,0,1,D,33
12/30/2013,HD,81.94,313,0,4,0,5,D,27
12/30/2013,ITW,83.44,313,0,4,0,1,D,27
12/30/2013,NWL,32.35,313,0,3,0,1,D,33
12/30/2013,PNC,77.51,313,0,6,0,5,D,17
12/30/2013,PNR,77.39,313,0,2,0,1,D,50
12/30/2013,ROP,138.56,313,0,2,0,1,D,50
12/30/2013,TWC,134.94,313,0,4,0,1,D,27
12/30/2013,TXT,36.43,313,0,1,4,1,D,56
12/30/2013,USB,40.27,313,0,4,0,5,D,27
12/30/2013,V,220.91,313,0,3,0,1,D,33
12/30/2013,WDC,83.59,313,0,3,0,1,D,33
12/31/2013,AIZ,66.37,313,0,4,0,1,D,27
12/31/2013,AVY,50.19,313,0,5,5,1,D,24
12/31/2013,COV,68.10,313,0,6,0,1,D,17
12/31/2013,DNB,122.75,313,0,3,0,1,D,33
12/31/2013,HD,82.34,313,0,4,0,5,D,27
12/31/2013,ITW,84.08,313,0,3,0,1,D,33
12/31/2013,NWL,32.41,313,0,3,0,1,D,33
12/31/2013,PNC,77.58,313,0,6,0,5,D,17
12/31/2013,PNR,77.67,313,0,2,0,1,D,50
12/31/2013,ROP,138.68,313,0,2,0,1,D,50
12/31/2013,SEE,34.05,313,0,4,5,1,D,28
12/31/2013,TWC,135.50,313,0,4,0,1,D,27
12/31/2013,TXT,36.76,313,0,1,3,1,D,60
12/31/2013,USB,40.40,313,0,3,0,1,D,33
12/31/2013,V,222.68,313,0,2,0,1,D,50
12/31/2013,WDC,83.90,313,0,3,0,1,D,33
01/02/2014,AIZ,65.32,313,0,5,5,5,D,24
01/02/2014,AVY,49.61,313,0,6,5,5,D,22
01/02/2014,COV,67.42,313,0,7,0,5,D,15
01/02/2014,DNB,120.74,313,0,4,0,1,D,27
01/02/2014,HD,82.02,313,0,4,0,5,D,27
01/02/2014,ITW,83.19,313,0,4,0,1,D,27
01/02/2014,NWL,32.18,313,0,4,0,5,D,27
01/02/2014,PNR,76.87,313,0,2,0,1,D,50
01/02/2014,ROP,138.08,313,0,2,0,1,D,50
01/02/2014,SEE,33.73,313,0,5,0,1,D,20
01/02/2014,TWC,133.84,313,0,5,0,1,D,20
01/02/2014,TXT,36.29,313,0,2,3,1,D,50
01/02/2014,USB,39.89,313,0,5,0,5,D,20
01/02/2014,V,221.01,313,0,3,0,1,D,33
01/02/2014,WDC,82.68,313,0,4,5,1,D,28
01/03/2014,AIZ,65.72,313,0,5,0,1,D,20
01/03/2014,AVY,49.55,313,0,6,0,5,D,17
01/03/2014,COV,67.82,313,0,6,0,1,D,17
01/03/2014,HD,81.89,313,0,5,0,5,D,20
01/03/2014,ITW,83.74,313,0,4,0,5,D,27
01/03/2014,NWL,32.40,313,0,3,0,1,D,33
01/03/2014,PNC,76.96,313,0,7,0,5,D,15
01/03/2014,PNR,76.63,313,0,3,0,1,D,33
01/03/2014,ROP,138.23,313,0,2,0,1,D,50
01/03/2014,SEE,33.67,313,0,5,0,1,D,20
01/03/2014,TWC,133.40,313,0,6,0,1,D,17
01/03/2014,TXT,36.31,313,0,2,3,1,D,50
01/03/2014,USB,40.06,313,0,5,0,5,D,20
01/03/2014,V,221.16,313,0,3,0,1,D,33
01/03/2014,WDC,83.28,313,0,4,5,1,D,28
01/06/2014,AVY,49.43,313,0,7,5,9,D,21
01/06/2014,COV,67.35,313,0,7,0,5,D,15
01/06/2014,HD,81.10,313,0,6,4,5,D,26
01/06/2014,NWL,32.10,313,0,4,0,1,D,27
01/06/2014,PNC,76.86,313,0,7,0,5,D,15
01/06/2014,ROP,137.66,313,0,3,0,1,D,33
01/06/2014,TWC,134.03,313,0,5,0,1,D,20
01/06/2014,V,219.83,313,0,3,0,1,D,33
01/06/2014,WDC,82.89,313,0,4,5,1,D,28
01/07/2014,AVY,49.62,313,0,7,0,2,D,15
01/07/2014,COV,68.06,313,0,6,0,1,D,17
01/07/2014,HD,81.50,313,0,5,4,5,D,28
01/07/2014,NWL,32.12,313,0,4,0,1,D,27
01/07/2014,PNC,77.43,313,0,6,0,1,D,17
01/07/2014,ROP,137.93,313,0,3,0,1,D,33
01/07/2014,TWC,134.90,313,0,5,0,1,D,20
01/07/2014,V,221.51,313,0,3,0,1,D,33
01/08/2014,AVY,49.46,313,0,7,5,2,D,21
01/08/2014,HD,81.93,313,0,5,4,5,D,28
01/08/2014,NWL,32.01,313,0,5,0,1,D,20
01/08/2014,TWC,132.55,313,0,7,4,5,D,25
01/09/2014,AVY,49.88,313,0,6,0,2,D,17
01/09/2014,HD,81.57,313,0,6,4,5,D,26
01/09/2014,NWL,31.92,313,0,5,0,1,D,20
01/09/2014,PKI,43.43,313,1,1,1,1,D,100
01/09/2014,STX,58.01,313,0,3,4,1,D,36
01/09/2014,TMO,114.00,313,4,2,2,1,D,63
01/09/2014,TWC,133.17,313,0,6,4,1,D,26
01/09/2014,USB,41.34,313,0,3,1,1,D,60
01/09/2014,VAR,81.29,313,1,3,1,1,D,83
01/09/2014,ZMH,96.47,313,4,3,1,1,D,63
01/10/2014,AVY,50.88,313,0,5,4,1,D,28
01/10/2014,GT,25.99,313,1,3,1,1,D,83
