Date,Stock,KNO,W,H,E,N,RD,%
05/19/2008,HAS,35.60,313,0,3,5,1,D,32
05/19/2008,RHT,23.49,313,0,2,5,1,D,42
05/19/2008,USB,33.93,313,0,8,0,8,D,13
05/19/2008,V,83.32,313,0,3,0,5,D,33
05/19/2008,YUM,40.79,313,0,6,3,5,D,30
05/20/2008,COG,63.54,313,0,4,0,1,D,27
05/20/2008,DOV,53.42,313,0,2,0,1,D,50
05/20/2008,EQT,74.46,313,0,2,0,1,D,50
05/20/2008,FMC,68.92,313,0,3,5,1,D,32
05/20/2008,HAS,35.32,313,0,3,4,5,D,36
05/20/2008,HES,133.80,313,1,1,3,1,D,83
05/20/2008,NBR,42.07,313,2,2,4,1,D,63
05/20/2008,OXY,97.85,313,1,2,3,1,D,75
05/20/2008,V,82.74,313,0,3,0,5,D,33
05/21/2008,COG,61.57,313,0,5,0,5,D,20
05/21/2008,COP,92.83,313,0,3,2,1,D,50
05/21/2008,DOV,53.01,313,0,2,0,1,D,50
05/21/2008,FMC,69.24,313,0,3,5,1,D,32
05/21/2008,HAS,34.43,313,0,5,4,5,D,28
05/21/2008,HES,130.78,313,2,2,4,1,D,63
05/21/2008,NBR,41.55,313,0,2,3,1,D,50
05/21/2008,OXY,96.45,313,2,2,3,1,D,67
05/21/2008,V,80.85,313,0,4,0,5,D,27
05/22/2008,COG,61.14,313,0,6,0,5,D,17
05/22/2008,COP,92.00,313,0,3,3,5,D,40
05/22/2008,DOV,52.70,313,0,3,5,1,D,32
05/22/2008,FMC,69.35,313,0,3,0,1,D,33
05/22/2008,HES,127.99,313,0,2,0,1,D,50
05/22/2008,NBR,41.41,313,0,3,4,1,D,36
05/22/2008,OXY,96.03,313,0,2,4,1,D,46
05/23/2008,DOV,52.21,313,0,3,5,1,D,32
05/23/2008,FMC,69.06,313,0,3,0,1,D,33
05/23/2008,HES,125.09,313,0,3,3,1,D,40
05/23/2008,NBR,41.40,313,0,3,5,1,D,32
05/23/2008,OXY,93.34,313,0,3,0,1,D,33
05/27/2008,DOV,52.57,313,0,3,0,1,D,33
05/27/2008,FMC,68.74,313,0,3,0,1,D,33
05/27/2008,HES,126.00,313,0,3,3,1,D,40
05/27/2008,NBR,41.30,313,0,3,0,1,D,33
05/27/2008,OXY,91.36,313,0,4,4,5,D,32
05/28/2008,DOV,53.45,313,0,3,5,1,D,32
05/28/2008,FMC,71.17,313,0,2,4,1,D,46
05/28/2008,HES,124.63,313,0,3,2,5,D,50
05/28/2008,NBR,41.92,313,0,3,0,1,D,33
05/28/2008,OXY,93.12,313,0,3,4,1,D,36
05/29/2008,DOV,53.88,313,0,2,5,1,D,42
05/29/2008,FMC,72.03,313,4,2,3,1,D,55
05/29/2008,NBR,40.94,313,0,4,0,1,D,27
05/29/2008,OXY,90.92,313,0,5,4,5,D,28
05/30/2008,DOV,54.08,313,0,3,5,1,D,32
05/30/2008,NBR,42.04,313,0,3,5,1,D,32
05/30/2008,OXY,91.93,313,0,4,0,5,D,27
06/02/2008,DOV,53.09,313,0,4,0,1,D,27
06/02/2008,NBR,42.04,313,0,3,5,1,D,32
06/03/2008,DOV,53.33,313,0,4,0,1,D,27
06/03/2008,NBR,41.13,313,0,4,0,5,D,27
06/03/2008,OXY,89.66,313,0,6,3,5,D,30
06/04/2008,DOV,53.68,313,0,4,5,1,D,28
06/04/2008,NBR,41.67,313,0,4,0,1,D,27
06/05/2008,NBR,43.84,313,4,2,3,1,D,55
06/06/2008,APD,103.06,313,0,6,4,5,D,26
06/06/2008,DOV,51.93,313,0,6,3,5,D,30
06/06/2008,L,49.95,313,0,3,0,1,D,33
06/06/2008,NBR,43.25,313,0,3,5,1,D,32
06/06/2008,TE,21.29,313,3,1,1,1,D,83
06/09/2008,APD,103.41,313,0,6,3,5,D,30
06/09/2008,L,49.74,313,0,3,0,5,D,33
06/09/2008,NBR,44.93,313,2,2,4,1,D,63
06/09/2008,TE,21.84,313,1,1,1,1,D,100
06/10/2008,APD,101.91,313,0,7,5,5,D,21
06/10/2008,DOV,52.03,313,0,6,5,5,D,22
06/10/2008,NBR,43.90,313,0,3,4,1,D,36
06/10/2008,TE,21.23,313,0,1,3,1,D,60
06/11/2008,APD,100.19,313,0,9,0,9,D,12
06/11/2008,DOV,49.83,313,0,9,3,5,D,27
06/11/2008,NBR,44.80,313,0,3,4,1,D,36
06/11/2008,TE,21.17,313,0,1,0,1,D,67
06/12/2008,APD,100.35,313,0,9,0,2,D,12
06/12/2008,DOV,50.91,313,0,8,3,5,D,28
06/12/2008,NBR,44.48,313,0,3,0,1,D,33
06/12/2008,TE,21.25,313,0,1,5,1,D,52
06/13/2008,APD,102.73,313,0,7,0,2,D,15
06/13/2008,DOV,51.67,313,0,7,5,1,D,21
06/13/2008,TE,21.42,313,0,1,0,1,D,67
06/16/2008,DOV,51.64,313,0,7,5,1,D,21
06/18/2008,DOV,51.48,313,0,8,0,5,D,13
06/19/2008,DOV,52.27,313,0,7,0,5,D,15
06/20/2008,DOV,51.06,313,0,9,0,5,D,12
06/23/2008,DOV,52.18,313,0,7,0,5,D,15
06/24/2008,DOV,51.18,313,0,9,0,5,D,12
06/24/2008,HP,73.46,313,0,2,1,1,D,70
06/25/2008,HP,71.80,313,0,3,2,1,D,50
06/26/2008,HP,71.78,313,0,3,4,1,D,36
06/27/2008,HP,71.89,313,0,3,5,1,D,32
06/30/2008,HP,72.02,313,0,3,4,1,D,36
07/01/2008,HP,71.69,313,0,4,5,1,D,28
07/02/2008,HP,70.38,313,0,4,5,1,D,28
07/03/2008,HP,68.76,313,0,5,0,5,D,20
07/11/2008,EW,64.58,313,4,3,3,1,D,47
07/14/2008,EW,64.61,313,0,3,1,1,D,60
07/15/2008,EW,65.17,313,0,3,1,1,D,60
07/16/2008,EW,65.73,313,0,3,1,1,D,60
07/17/2008,EW,66.07,313,0,3,2,1,D,50
07/17/2008,STJ,48.22,313,1,1,1,1,D,100
07/18/2008,EW,66.17,313,0,3,1,1,D,60
07/18/2008,STJ,47.05,313,2,1,1,1,D,92
07/21/2008,EW,65.15,313,0,4,3,1,D,36
07/21/2008,STJ,46.76,313,0,2,1,5,D,70
07/22/2008,EW,65.25,313,0,4,3,1,D,36
07/22/2008,STJ,48.05,313,3,1,3,1,D,67
07/23/2008,EW,63.52,313,0,5,0,1,D,20
07/23/2008,STJ,47.01,313,0,2,5,1,D,42
07/24/2008,EW,62.93,313,0,6,0,1,D,17
07/24/2008,STJ,46.66,313,0,2,4,1,D,46
07/31/2008,AMGN,62.63,313,2,1,1,1,D,92
08/01/2008,AMGN,62.78,313,0,1,1,1,D,80
08/04/2008,AMGN,63.67,313,0,1,3,1,D,60
08/05/2008,AMGN,63.69,313,0,1,3,1,D,60
08/06/2008,AMGN,63.49,313,0,1,0,1,D,67
08/07/2008,AMGN,62.04,313,0,1,0,1,D,67
08/08/2008,AMGN,63.80,313,0,1,0,1,D,67
08/11/2008,AMGN,64.01,313,0,1,0,1,D,67
08/12/2008,AMGN,63.55,313,0,1,0,1,D,67
08/12/2008,TJX,36.17,313,2,3,4,1,D,55
08/13/2008,AMGN,63.49,313,0,1,0,1,D,67
08/13/2008,TJX,35.79,313,0,3,4,5,D,36
08/14/2008,AMGN,64.21,313,0,1,0,1,D,67
08/14/2008,TJX,36.05,313,0,3,4,5,D,36
08/15/2008,AMGN,65.06,313,0,1,5,1,D,52
08/15/2008,TJX,35.96,313,0,3,0,5,D,33
08/18/2008,AMGN,64.50,313,0,1,5,1,D,52
08/18/2008,TJX,35.59,313,0,4,0,5,D,27
08/19/2008,AMGN,63.94,313,0,1,5,1,D,52
08/19/2008,SJM,55.74,313,2,1,1,1,D,92
08/19/2008,TJX,34.77,313,0,6,0,9,D,17
08/20/2008,AMGN,63.57,313,0,2,5,1,D,42
08/20/2008,SJM,55.70,313,0,1,1,1,D,80
08/20/2008,TJX,34.87,313,0,6,0,9,D,17
08/21/2008,AMGN,63.81,313,0,2,0,1,D,50
08/21/2008,SJM,54.66,313,0,2,2,1,D,60
08/21/2008,TJX,35.20,313,0,5,0,2,D,20
08/22/2008,AMGN,64.01,313,0,2,0,1,D,50
08/22/2008,SJM,54.45,313,0,2,3,1,D,50
08/22/2008,TJX,35.99,313,0,4,0,2,D,27
08/25/2008,AMGN,63.96,313,0,2,0,1,D,50
08/25/2008,SJM,54.33,313,0,2,0,5,D,50
08/25/2008,TJX,35.55,313,0,5,0,2,D,20
08/26/2008,AMGN,63.93,313,0,2,0,1,D,50
08/26/2008,SJM,54.48,313,0,2,0,1,D,50
08/26/2008,TJX,35.63,313,0,5,0,2,D,20
08/27/2008,AMGN,63.71,313,0,3,0,1,D,33
08/27/2008,SJM,54.59,313,0,2,0,1,D,50
08/28/2008,AMGN,64.08,313,0,3,0,1,D,33
08/28/2008,SJM,54.68,313,0,2,0,1,D,50
08/29/2008,AMGN,62.85,313,0,3,5,1,D,32
08/29/2008,GAS,45.89,313,0,4,3,5,D,36
08/29/2008,SJM,54.23,313,0,3,0,1,D,33
09/02/2008,AMGN,62.51,313,0,4,5,1,D,28
09/02/2008,SJM,54.04,313,0,3,0,1,D,33
09/03/2008,AMGN,63.10,313,0,4,5,1,D,28
09/03/2008,GAS,46.22,313,0,4,5,5,D,28
09/03/2008,SJM,54.17,313,0,3,0,1,D,33
09/04/2008,AMGN,60.88,313,0,6,3,1,D,30
09/04/2008,GAS,45.61,313,0,5,5,5,D,24
09/04/2008,SJM,53.63,313,0,3,0,1,D,33
09/05/2008,AMGN,60.41,313,0,7,3,1,D,29
09/05/2008,GAS,45.29,313,0,5,5,5,D,24
09/05/2008,SJM,54.25,313,0,3,5,1,D,32
09/08/2008,GAS,46.08,313,0,4,0,5,D,27
09/08/2008,SJM,54.38,313,0,3,3,1,D,40
09/09/2008,SJM,52.81,313,0,5,4,5,D,28
05/20/2009,CERN,58.17,313,0,3,2,1,D,50
05/21/2009,CERN,55.94,313,0,3,3,1,D,40
05/22/2009,CERN,56.52,313,0,3,0,1,D,33
05/26/2009,CERN,59.24,313,0,3,0,1,D,33
05/27/2009,CERN,58.60,313,0,3,0,1,D,33
05/28/2009,CERN,58.60,313,0,3,0,1,D,33
05/29/2009,CERN,58.29,313,0,3,0,1,D,33
06/01/2009,CERN,58.43,313,0,3,0,1,D,33
06/02/2009,CERN,58.53,313,0,3,0,1,D,33
06/03/2009,CERN,57.78,313,0,4,0,1,D,27
06/03/2009,ICE,112.50,313,0,4,3,5,D,36
06/04/2009,CERN,57.16,313,0,5,0,1,D,20
06/05/2009,CERN,57.50,313,0,5,0,1,D,20
06/08/2009,CERN,58.21,313,0,5,0,1,D,20
06/09/2009,CERN,57.78,313,0,5,0,1,D,20
06/10/2009,CERN,57.75,313,0,5,0,1,D,20
06/11/2009,CERN,58.64,313,0,5,5,1,D,24
06/12/2009,CERN,59.06,313,0,5,5,1,D,24
06/15/2009,CERN,58.58,313,0,5,5,1,D,24
06/18/2009,CERN,59.92,313,0,5,0,5,D,20
06/19/2009,CERN,59.67,313,0,5,0,5,D,20
06/22/2009,CERN,57.97,313,0,6,5,5,D,22
06/23/2009,CERN,57.15,313,0,7,5,5,D,21
06/24/2009,CERN,57.57,313,0,7,5,5,D,21
06/25/2009,CERN,60.62,313,0,5,0,1,D,20
06/29/2009,VRTX,36.00,313,0,3,0,1,D,33
06/30/2009,BLL,45.16,313,4,4,4,1,D,40
06/30/2009,VRTX,35.97,313,0,3,0,1,D,33
07/01/2009,BLL,47.85,313,1,3,3,1,D,67
07/01/2009,VRTX,34.56,313,0,5,5,5,D,24
07/02/2009,BLL,47.07,313,1,3,3,1,D,67
07/02/2009,VRTX,33.95,313,0,6,5,5,D,22
07/06/2009,BLL,46.95,313,0,3,3,1,D,40
07/06/2009,VRTX,33.92,313,0,6,4,5,D,26
07/07/2009,BLL,46.18,313,0,4,5,1,D,28
07/07/2009,VRTX,33.07,313,0,7,5,9,D,21
07/08/2009,BLL,46.18,313,0,4,4,1,D,32
07/08/2009,VRTX,33.67,313,0,6,5,9,D,22
07/09/2009,BLL,45.37,313,0,5,0,5,D,20
07/09/2009,VRTX,33.39,313,0,6,0,9,D,17
07/10/2009,BLL,45.56,313,0,5,0,5,D,20
07/10/2009,VRTX,32.89,313,0,7,0,9,D,15
07/13/2009,BLL,45.93,313,0,5,0,5,D,20
07/13/2009,VRTX,32.99,313,0,7,0,9,D,15
07/14/2009,BLL,45.91,313,0,5,0,5,D,20
07/14/2009,VRTX,32.40,313,0,8,0,9,D,13
07/15/2009,BLL,47.19,313,0,3,0,1,D,33
07/16/2009,BLL,47.62,313,0,3,3,1,D,40
07/16/2009,VRTX,33.23,313,0,7,0,9,D,15
07/17/2009,BLL,46.96,313,0,4,4,1,D,32
07/20/2009,BLL,47.24,313,0,4,4,1,D,32
07/20/2009,VRTX,33.46,313,0,7,0,9,D,15
07/21/2009,BLL,47.00,313,0,4,4,1,D,32
07/22/2009,BLL,47.58,313,0,4,4,1,D,32
07/22/2009,LSI,5.40,313,0,4,5,1,D,28
07/23/2009,LSI,5.33,313,0,5,0,5,D,20
07/24/2009,ADM,30.39,313,0,4,2,1,D,46
07/24/2009,AMAT,13.19,313,0,4,3,1,D,36
07/24/2009,KMX,16.38,313,0,3,3,5,D,40
07/27/2009,AMAT,13.31,313,0,3,3,1,D,40
07/27/2009,KMX,15.92,313,0,4,3,1,D,36
07/27/2009,LSI,5.18,313,0,6,3,5,D,30
07/27/2009,VRTX,35.93,313,2,4,5,1,D,48
07/28/2009,AMAT,13.38,313,0,3,0,1,D,33
07/28/2009,KMX,15.99,313,0,4,3,5,D,36
07/28/2009,REGN,21.71,313,2,2,1,1,D,83
07/29/2009,AMAT,13.61,313,0,3,0,1,D,33
07/29/2009,KMX,15.73,313,0,5,3,5,D,32
07/29/2009,LSI,5.25,313,0,6,0,1,D,17
07/29/2009,REGN,21.40,313,2,3,1,1,D,75
07/30/2009,AMAT,13.63,313,0,3,0,5,D,33
07/30/2009,KMX,16.03,313,0,4,0,1,D,27
07/30/2009,LSI,5.23,313,0,6,0,1,D,17
07/30/2009,MCK,51.08,313,1,3,4,1,D,63
07/30/2009,REGN,21.88,313,0,2,1,1,D,70
07/30/2009,VRTX,36.09,313,0,5,0,1,D,20
07/31/2009,KMX,16.13,313,0,5,0,5,D,20
07/31/2009,LSI,5.18,313,0,6,4,5,D,26
07/31/2009,MCK,51.15,313,0,3,4,1,D,36
07/31/2009,REGN,21.48,313,0,3,3,1,D,40
07/31/2009,VRTX,36.01,313,0,5,0,1,D,20
08/03/2009,KMX,16.65,313,0,4,0,5,D,27
08/03/2009,LSI,5.32,313,0,5,3,1,D,32
08/03/2009,MCK,52.87,313,2,3,2,1,D,67
08/03/2009,REGN,21.35,313,0,3,5,1,D,32
08/03/2009,VRTX,36.48,313,0,5,0,1,D,20
08/04/2009,AMAT,13.94,313,0,3,5,1,D,32
08/04/2009,KMX,16.56,313,0,4,0,5,D,27
08/04/2009,LSI,5.40,313,0,5,0,1,D,20
08/04/2009,MCK,54.35,313,1,2,1,1,D,92
08/04/2009,REGN,21.81,313,0,3,0,1,D,33
08/05/2009,AMAT,13.73,313,0,3,5,1,D,32
08/05/2009,KMX,16.30,313,0,5,0,5,D,20
08/05/2009,LSI,5.29,313,0,6,0,1,D,17
08/05/2009,MCK,53.30,313,0,3,3,1,D,40
08/05/2009,REGN,21.75,313,0,3,0,1,D,33
08/06/2009,AMAT,13.41,313,0,4,0,5,D,27
08/06/2009,KMX,16.30,313,0,5,0,5,D,20
08/06/2009,LSI,5.09,313,0,7,0,5,D,15
08/06/2009,MCK,52.56,313,0,3,3,1,D,40
08/06/2009,REGN,21.45,313,0,3,0,1,D,33
08/06/2009,SHW,60.89,313,0,4,3,1,D,36
08/06/2009,WFM,28.03,313,1,2,3,1,D,75
08/07/2009,AMAT,13.52,313,0,4,0,1,D,27
08/07/2009,KMX,17.40,313,0,4,5,1,D,28
08/07/2009,LSI,5.16,313,0,7,0,5,D,15
08/07/2009,MCK,53.11,313,0,3,3,1,D,40
08/07/2009,REGN,21.86,313,0,3,0,1,D,33
08/07/2009,SHW,62.01,313,0,3,3,1,D,40
08/07/2009,WFM,28.42,313,2,2,2,1,D,75
08/10/2009,AMAT,13.53,313,0,4,0,1,D,27
08/10/2009,KMX,17.34,313,0,4,5,5,D,28
08/10/2009,LSI,5.09,313,0,7,5,5,D,21
08/10/2009,MCK,54.33,313,0,3,0,1,D,33
08/10/2009,REGN,22.36,313,0,3,0,1,D,33
08/10/2009,SHW,61.28,313,0,4,3,1,D,36
08/10/2009,WFM,27.80,313,0,3,2,1,D,50
08/11/2009,AMAT,13.22,313,0,5,0,5,D,20
08/11/2009,KMX,16.99,313,0,5,5,1,D,24
08/11/2009,MCK,53.92,313,0,3,0,1,D,33
08/11/2009,SHW,60.85,313,0,4,3,1,D,36
08/11/2009,WFM,27.79,313,0,3,4,1,D,36
08/12/2009,KMX,16.99,313,0,5,5,1,D,24
08/12/2009,MCK,54.30,313,0,3,0,1,D,33
08/12/2009,PCLN,148.64,313,2,2,4,1,D,63
08/12/2009,SHW,61.56,313,0,4,0,1,D,27
08/12/2009,WFM,27.82,313,0,3,0,1,D,33
08/13/2009,AMAT,13.97,313,0,3,4,1,D,36
08/13/2009,KMX,17.31,313,0,4,5,1,D,28
08/13/2009,MCK,55.57,313,0,2,0,1,D,50
08/13/2009,PCLN,150.57,313,2,2,3,1,D,67
08/13/2009,SHW,61.50,313,0,4,0,1,D,27
08/13/2009,WFM,28.50,313,0,3,0,1,D,33
08/14/2009,AMAT,13.55,313,0,4,5,1,D,28
08/14/2009,KMX,16.67,313,0,6,0,1,D,17
08/14/2009,MCK,55.00,313,0,3,0,1,D,33
08/14/2009,PCLN,148.76,313,0,2,3,1,D,50
08/14/2009,SHW,60.46,313,0,5,0,1,D,20
08/14/2009,WFM,28.10,313,0,3,0,1,D,33
08/17/2009,AMAT,13.12,313,0,6,5,5,D,22
08/17/2009,KMX,16.03,313,0,7,0,1,D,15
08/17/2009,MCK,54.57,313,0,3,0,1,D,33
08/17/2009,PCLN,144.85,313,0,3,0,1,D,33
08/17/2009,WFM,27.15,313,0,3,0,1,D,33
08/18/2009,AMAT,13.37,313,0,5,4,1,D,28
08/18/2009,KMX,16.39,313,0,6,0,1,D,17
08/18/2009,MCK,54.47,313,0,3,0,1,D,33
08/18/2009,PCLN,146.62,313,0,3,0,1,D,33
08/18/2009,WFM,27.54,313,0,3,0,1,D,33
08/19/2009,AMAT,13.30,313,0,6,0,1,D,17
08/19/2009,KMX,16.55,313,0,6,0,1,D,17
08/19/2009,MCK,54.97,313,0,3,0,1,D,33
08/19/2009,PCLN,146.88,313,0,3,0,1,D,33
08/19/2009,WFM,27.81,313,0,3,0,1,D,33
08/20/2009,AMAT,13.46,313,0,5,0,1,D,20
08/20/2009,KMX,16.68,313,0,6,0,1,D,17
08/20/2009,MCK,55.45,313,0,3,0,1,D,33
08/20/2009,WFM,27.85,313,0,3,0,1,D,33
08/21/2009,AMAT,13.74,313,0,5,0,1,D,20
08/21/2009,KMX,17.14,313,0,5,0,1,D,20
08/21/2009,MCK,56.24,313,0,3,0,1,D,33
08/24/2009,AMAT,13.48,313,0,5,0,5,D,20
08/24/2009,KMX,16.55,313,0,6,0,1,D,17
08/24/2009,PDCO,27.65,313,2,2,2,1,D,75
08/25/2009,DPS,27.39,313,0,3,3,1,D,40
08/25/2009,FRX,28.88,313,0,3,5,1,D,32
08/25/2009,KMX,17.21,313,0,5,0,1,D,20
08/25/2009,MO,18.15,313,0,4,2,5,D,46
08/25/2009,PDCO,27.69,313,2,2,2,1,D,75
08/25/2009,RAI,45.69,313,0,3,5,5,D,32
08/25/2009,RRC,51.26,313,0,3,3,1,D,40
08/26/2009,DPS,26.94,313,0,4,4,5,D,32
08/26/2009,KMX,17.01,313,0,6,0,1,D,17
08/26/2009,MO,18.17,313,0,4,2,5,D,46
08/26/2009,PDCO,27.42,313,0,2,2,1,D,60
08/26/2009,RAI,46.00,313,0,3,5,1,D,32
08/26/2009,RRC,50.23,313,0,4,3,1,D,36
08/27/2009,DPS,26.86,313,0,5,0,1,D,20
08/27/2009,KMX,17.12,313,0,6,0,1,D,17
08/27/2009,PDCO,27.41,313,0,3,5,1,D,32
08/27/2009,RAI,45.82,313,0,4,5,1,D,28
08/27/2009,RRC,49.83,313,0,4,4,1,D,32
08/28/2009,AIG,50.23,313,1,1,1,1,D,100
08/28/2009,DPS,26.53,313,0,5,4,1,D,28
08/28/2009,FRX,29.11,313,0,3,0,5,D,33
08/28/2009,MO,18.22,313,0,4,4,5,D,32
08/28/2009,PDCO,27.26,313,0,3,0,1,D,33
08/28/2009,RAI,45.56,313,0,4,5,1,D,28
08/28/2009,RRC,50.38,313,0,4,0,1,D,27
08/31/2009,AIG,45.33,313,2,1,1,1,D,92
08/31/2009,DPS,26.44,313,0,5,3,1,D,32
08/31/2009,FRX,29.27,313,0,3,0,5,D,33
08/31/2009,MO,18.28,313,0,4,0,5,D,27
08/31/2009,PDCO,27.23,313,0,3,0,1,D,33
08/31/2009,RAI,45.71,313,0,4,4,1,D,32
08/31/2009,RRC,48.37,313,0,6,5,5,D,22
08/31/2009,VFC,69.56,313,0,4,3,1,D,36
09/01/2009,AIG,36.00,313,0,3,3,5,D,40
09/01/2009,DPS,25.92,313,0,6,3,5,D,30
09/01/2009,FRX,28.90,313,0,4,0,5,D,27
09/01/2009,MO,18.11,313,0,5,0,1,D,20
09/01/2009,PDCO,26.60,313,0,4,0,1,D,27
09/01/2009,RAI,45.07,313,0,5,0,1,D,20
09/01/2009,RRC,47.54,313,0,6,5,5,D,22
09/01/2009,VFC,68.25,313,0,5,3,5,D,32
09/02/2009,AIG,37.95,313,0,3,3,5,D,40
09/02/2009,DPS,26.21,313,0,6,5,5,D,22
09/02/2009,MO,18.28,313,0,4,0,5,D,27
09/02/2009,PDCO,26.56,313,0,4,0,1,D,27
09/02/2009,RAI,45.50,313,0,5,0,5,D,20
09/02/2009,RRC,47.01,313,0,7,5,9,D,21
09/02/2009,VFC,68.73,313,0,5,5,5,D,24
09/03/2009,AIG,41.75,313,0,2,5,5,D,42
09/03/2009,MO,18.21,313,0,5,0,5,D,20
09/03/2009,PDCO,26.75,313,0,4,0,1,D,27
09/03/2009,RAI,45.90,313,0,5,0,1,D,20
09/03/2009,RRC,46.34,313,0,8,4,9,D,24
09/04/2009,AIG,40.05,313,0,2,4,5,D,46
09/04/2009,DPS,26.85,313,0,5,3,1,D,32
09/04/2009,MO,18.50,313,0,4,5,1,D,28
09/04/2009,PDCO,27.33,313,0,3,0,1,D,33
09/04/2009,RRC,47.69,313,0,7,4,9,D,25
09/04/2009,VFC,69.29,313,0,5,0,5,D,20
09/08/2009,AIG,35.85,313,0,3,4,5,D,36
09/08/2009,DPS,27.12,313,0,5,2,1,D,42
09/08/2009,PDCO,27.23,313,0,3,0,1,D,33
09/08/2009,RRC,48.81,313,0,6,0,2,D,17
09/08/2009,VFC,69.48,313,0,5,0,5,D,20
09/09/2009,AIG,38.89,313,0,3,0,5,D,33
09/09/2009,DHR,66.57,313,2,3,1,1,D,75
09/09/2009,DPS,27.14,313,0,5,2,1,D,42
09/09/2009,PDCO,27.35,313,0,4,5,1,D,28
09/09/2009,RRC,49.03,313,0,6,0,2,D,17
09/09/2009,VFC,70.24,313,0,5,0,5,D,20
09/10/2009,AIG,37.85,313,0,3,0,5,D,33
09/10/2009,CAG,21.84,313,0,3,1,1,D,60
09/10/2009,DHR,67.40,313,1,3,1,1,D,83
09/10/2009,DPS,27.52,313,0,5,3,1,D,32
09/10/2009,GRMN,36.06,313,4,3,1,1,D,63
09/10/2009,KSU,27.94,313,1,2,1,1,D,92
09/10/2009,PDCO,27.55,313,0,3,5,1,D,32
09/10/2009,RRC,50.41,313,0,5,0,2,D,20
09/10/2009,VFC,71.06,313,0,4,0,5,D,27
09/11/2009,AIG,37.55,313,0,3,4,5,D,36
09/11/2009,CAG,22.22,313,2,3,1,1,D,75
09/11/2009,DHR,67.44,313,0,3,2,1,D,50
09/11/2009,DPS,27.06,313,0,5,5,1,D,24
09/11/2009,GRMN,36.18,313,0,3,1,1,D,60
09/11/2009,KSU,27.56,313,0,2,1,1,D,70
09/11/2009,RRC,50.36,313,0,5,0,2,D,20
09/11/2009,VFC,71.34,313,0,4,0,1,D,27
09/14/2009,AIG,41.11,313,0,3,0,1,D,33
09/14/2009,CAG,22.27,313,0,3,1,1,D,60
09/14/2009,DHR,67.94,313,2,3,2,1,D,67
09/14/2009,DPS,27.09,313,0,6,5,1,D,22
09/14/2009,GRMN,36.81,313,0,2,1,1,D,70
09/14/2009,KSU,28.16,313,0,2,3,1,D,50
09/14/2009,PDCO,27.61,313,0,4,0,1,D,27
09/14/2009,RRC,50.36,313,0,5,0,2,D,20
09/14/2009,VFC,72.30,313,0,4,0,5,D,27
09/15/2009,AIG,38.80,313,0,3,0,1,D,33
09/15/2009,AVY,35.03,313,1,3,2,1,D,75
09/15/2009,CAG,22.32,313,0,3,1,1,D,60
09/15/2009,DHR,67.93,313,0,3,4,1,D,36
09/15/2009,FDX,79.53,313,0,3,1,1,D,60
09/15/2009,GRMN,36.82,313,0,3,2,1,D,50
09/15/2009,KSU,27.78,313,0,3,0,1,D,33
09/15/2009,PDCO,27.25,313,0,5,0,1,D,20
09/15/2009,RRC,50.78,313,0,5,0,2,D,20
09/15/2009,THC,5.74,313,0,3,2,1,D,50
09/15/2009,VFC,72.09,313,0,4,0,1,D,27
09/16/2009,AIG,40.32,313,0,3,5,1,D,32
09/16/2009,AVY,35.56,313,2,3,1,1,D,75
09/16/2009,CAG,22.21,313,0,3,1,1,D,60
09/16/2009,DHR,68.34,313,0,3,5,1,D,32
09/16/2009,FDX,78.20,313,0,4,2,1,D,46
09/16/2009,FTI,54.64,313,2,3,3,1,D,58
09/16/2009,GRMN,37.23,313,0,3,4,1,D,36
09/16/2009,KSU,28.65,313,0,2,0,1,D,50
09/16/2009,PNR,31.41,313,2,4,3,1,D,55
09/16/2009,ROP,53.05,313,1,2,2,1,D,83
09/16/2009,RRC,51.86,313,0,5,0,1,D,20
09/16/2009,THC,5.95,313,0,3,3,1,D,40
09/16/2009,VFC,72.89,313,0,4,0,1,D,27
09/17/2009,AIG,39.43,313,0,4,0,1,D,27
09/17/2009,AVB,75.15,313,0,3,3,1,D,40
09/17/2009,AVY,35.35,313,2,3,1,1,D,75
09/17/2009,CAG,22.15,313,0,3,2,1,D,50
09/17/2009,DHR,68.61,313,0,3,0,1,D,33
09/17/2009,FDX,76.46,313,0,5,3,1,D,32
09/17/2009,FTI,54.14,313,0,3,3,1,D,40
09/17/2009,GRMN,36.82,313,0,3,5,1,D,32
09/17/2009,HAL,27.87,313,0,3,4,1,D,36
09/17/2009,KSU,28.11,313,0,3,0,1,D,33
09/17/2009,PDCO,28.01,313,0,4,3,1,D,36
09/17/2009,PNR,31.06,313,0,4,3,1,D,36
09/17/2009,ROP,52.33,313,0,3,3,1,D,40
09/17/2009,RRC,51.58,313,0,5,0,5,D,20
09/17/2009,THC,5.76,313,0,3,0,1,D,33
09/17/2009,VFC,72.70,313,0,4,0,1,D,27
09/18/2009,AIG,39.91,313,0,4,0,1,D,27
09/18/2009,AVB,75.74,313,0,3,2,1,D,50
09/18/2009,AVY,35.48,313,0,3,2,1,D,50
09/18/2009,CAG,22.32,313,0,3,2,1,D,50
09/18/2009,DHR,68.15,313,0,3,0,1,D,33
09/18/2009,FDX,76.17,313,0,5,5,1,D,24
09/18/2009,FTI,54.36,313,0,3,0,1,D,33
09/18/2009,GRMN,36.66,313,0,3,0,1,D,33
09/18/2009,HAL,28.15,313,2,3,3,1,D,58
